int,30,0.0026
char,30,0.0026
double,30,0.0029
int,100,0.0195
int,200,0.0387
int,500,0.0886
int,1000,0.1962
int,2000,0.4073
int,5000,1.0719
int,100000,27.1363
double,100,0.0123
double,200,0.0689
double,500,0.0759
double,1000,0.1646
double,2000,0.3516
double,5000,0.9961
double,100000,26.8817
char,100,0.0102
char,200,0.0227
char,500,0.0654
char,1000,0.1437
char,2000,0.339
char,5000,0.9307
char,100000,21.4598
