i,100,0.0145
i,200,0.0556
i,500,0.31
i,1000,0.9657
i,2000,3.1511
i,5000,15.3735
i,100000,6628.16
d,100,0.0207
d,200,0.0299
d,500,0.1581
d,1000,0.635
d,2000,2.5579
d,5000,17.281
d,100000,6626.15
c,100,0.0157
c,200,0.0265
c,500,0.1451
c,1000,0.5736
c,2000,2.489
c,5000,14.1704
c,100000,5783.87
