int,30,0.0014
char,30,0.0014
double,30,0.0014
int,100,0.0087
int,200,0.0279
int,500,0.1584
int,1000,0.6045
int,2000,2.3639
int,5000,15.1709
int,100000,6115.14
double,100,0.0089
double,200,0.0288
double,500,0.1593
double,1000,0.6884
double,2000,2.5244
double,5000,17.5478
double,100000,6280.18
char,100,0.0081
char,200,0.0529
char,500,0.179
char,1000,0.5687
char,2000,2.2383
char,5000,13.9627
char,100000,5556.6
